date;heure;dept;com;adresse;carr;segm;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh
2012-02-13;18:05;75;103;61, BOULEVARD BEAUMARCHA;1_75103_8757;;BOULEVARD BEAUMARCHAIS;RUE SAINT GILLES;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-17;10:25;75;103;67, BOULEVARD BEAUMARCHA;1_75103_8757;;BOULEVARD BEAUMARCHAIS;RUE SAINT GILLES;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-07-26;08:45;75;103;35, BOULEVARD SAINT MART;;;BOULEVARD SAINT MARTIN;;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-09-29;19:10;75;103;37, BOULEVARD SAINT MART;;;BOULEVARD SAINT MARTIN;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-06-28;16:50;75;103;25, RUE DE SAINTONGE;;;RUE DE SAINTONGE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-13;10:55;75;103;25, RUE AUX OURS;;;RUE AUX OURS;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-11-30;02:25;75;103;109, RUE QUINCAMPOIX;;;RUE QUINCAMPOIX;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-04-17;14:45;75;103;3, BOULEVARD SAINT DENIS;;;BOULEVARD SAINT DENIS;;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-05;13:10;75;103;45, BOULEVARD BEAUMARCHA;;;BOULEVARD BEAUMARCHAIS;;PLRem;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-01-20;12:35;75;103;51, BOULEVARD BEAUMARCHA;;;BOULEVARD BEAUMARCHAIS;;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2013-12-22;16:35;75;103;105, BOULEVARD BEAUMARCH;;;BOULEVARD BEAUMARCHAIS;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-09-11;12:15;75;103;23, BOULEVARD DU TEMPLE;;;BOULEVARD DU TEMPLE;;Moto50-125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-03-02;21:55;75;103;117, RUE DE TURENNE;;;RUE DE TURENNE;;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2013-01-06;14:30;75;104;PONT PETIT PONT;1_75104_6707;;PONT PETIT PONT;QUAI DU MARCHE NEUF;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-10-26;18:20;75;104;16, QUAI DE GESVRES;1_75104_6744;;QUAI DE GESVRES;PLACE DU CHATELET;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-05-15;10:50;75;104;15, AVENUE VICTORIA;1_75104_6894;;AVENUE VICTORIA;RUE ADOLPHE ADAM;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-09-02;03:15;75;104;QUAI DE GESVRES;1_75104_6928;;QUAI DE GESVRES;RUE SAINT MARTIN;VU;A;VL;B;;;Cond;BL;A;Cond;BL;B;Pass;BL;A;Pass;BL;A
2013-08-20;13:35;75;104;11, AVENUE VICTORIA;1_75104_6962;;AVENUE VICTORIA;RUE SAINT MARTIN;Bicy;A;Scoo>125;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2012-04-29;02:40;75;104;PLACE DE L HOTEL DE VILL;1_75104_7129;;PLACE DE L HOTEL DE VILLE;QUAI DE GESVRES;Bus;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2013-06-25;20:00;75;104;2, QUAI DE GESVRES;1_75104_7129;;QUAI DE GESVRES;PLACE DE L HOTEL DE VILLE;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-11-19;10:45;75;104;1, RUE DE LA COUTELLERIE;1_75104_7231;;RUE DE LA COUTELLERIE;RUE DE RIVOLI;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-12-24;12:30;75;104;6, RUE DU RENARD;1_75104_7283;;RUE DU RENARD;RUE DE LA VERRERIE;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-12-12;22:52;75;104;10, RUE DU RENARD;1_75104_7311;;RUE DU RENARD;RUE DU CLOITRE SAINT MERRI;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-07-31;09:20;75;104;1, QUAI AUX FLEURS;1_75104_7322;;QUAI AUX FLEURS;PONT SAINT LOUIS;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-21;08:55;75;104;QUAI AUX FLEURS;1_75104_7322;;QUAI AUX FLEURS;RUE DU CLOITRE NOTRE DAME;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-10-02;05:00;75;104;RUE DU RENARD;1_75104_7326;;RUE DU RENARD;SOUTERRAIN BERGER EST;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;
2013-09-03;02:35;75;104;23, RUE DU RENARD;1_75104_7326;;RUE DU RENARD;SOUTERRAIN BERGER EST;VL;A;;;;;Cond;BL;A;Pass;BL;A;Pass;BL;A;;;
2013-08-11;16:00;75;104;64, RUE DE RIVOLI;1_75104_7337;;RUE DE RIVOLI;RUE DU TEMPLE;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;A;;;
2013-12-30;17:34;75;104;2, RUE DE LOBAU;1_75104_7400;;RUE DE LOBAU;QUAI DE L HOTEL DE VILLE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;Piéto;BH;A;Piéto;BL;A
2012-03-09;23:10;75;104;26, RUE BEAUBOURG;1_75104_7410;;RUE BEAUBOURG;RUE SIMON LE FRANC;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-03-14;08:15;75;104;2, RUE BEAUBOURG;1_75104_7410;;RUE BEAUBOURG;RUE SIMON LE FRANC;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-13;00:25;75;104;20, RUE BEAUBOURG;1_75104_7463;;RUE BEAUBOURG;RUE RAMBUTEAU;Moto>125;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;
2012-02-23;16:57;75;104;50, RUE DE RIVOLI;1_75104_7508;;RUE DE RIVOLI;RUE DES ARCHIVES;Bus;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-18;15:00;75;104;RUE DE RIVOLI;1_75104_7508;;RUE DE RIVOLI;RUE DE LOBAU;Bicy;A;Scoo<=50;Z;;;Cond;BL;A;;;;;;;;;
2012-07-20;18:05;75;104;38, RUE DE RIVOLI;1_75104_7793;;RUE DE RIVOLI;RUE VIEILLE DU TEMPLE;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-04;08:10;75;104;25, RUE DE RIVOLI;1_75104_7793;;RUE DE RIVOLI;RUE DU PONT LOUIS PHILIPPE;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-02-15;13:00;75;104;RUE DES NONNAINS D HYERE;1_75104_7890;;RUE DES NONNAINS D HYERES;QUAI DE L HOTEL DE VILLE;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-05-02;06:20;75;104;34, QUAI DES CELESTINS;1_75104_8004;;QUAI DES CELESTINS;RUE DU FAUCONNIER;VL;A;;;;;Cond;BL;A;;;;;;;;;
2012-07-22;23:35;75;104;01, BOULEVARD HENRI IV;1_75104_8005;;BOULEVARD HENRI IV;QUAI DE BETHUNE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-06-07;15:55;75;104;45, RUE DES FRANCS BOURG;1_75104_8051;;RUE DES FRANCS BOURGEOIS;RUE DES HOSPITALIERES SAINT GERVAIS;Scoo50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2012-05-09;17:40;75;104;16, RUE DE FOURCY;1_75104_8072;;RUE DE FOURCY;RUE SAINT ANTOINE;Moto>125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2012-05-29;16:30;75;104;QUAI HENRI IV;1_75104_8216;;QUAI HENRI IV;BOULEVARD HENRI IV;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-13;15:55;75;110;245, RUE LA FAYETTE;1_75110_8846;;RUE LA FAYETTE;QUAI DE VALMY;Scoo<=50;A;VU;Z;;;Cond;BL;A;;;;;;;;;
2013-01-14;11:40;75;110;38, RUE DE LA GRANGE AUX;1_75110_8881;;RUE DE LA GRANGE AUX BELLES;RUE CHARLES ROBIN;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-03-10;18:05;75;110;170, AVENUE PARMENTIER;1_75110_8884;;AVENUE PARMENTIER;RUE ARTHUR GROUSSIER;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-07-26;16:20;75;110;155, AVENUE PARMENTIER;1_75110_8884;;AVENUE PARMENTIER;RUE ARTHUR GROUSSIER;Moto50-125;A;Cyclo;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2013-09-21;15:40;75;110;164, AVENUE PARMENTIER;1_75110_8922;;AVENUE PARMENTIER;RUE JACQUES LOUVEL TESSIER;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-11-09;13:25;75;110;1-3, PLACE DE LA BATAILL;1_75110_8932;;PLACE DE LA BATAILLE DE STALINGRAD;RUE LA FAYETTE;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-06-17;06:14;75;110;, AVENUE CLAUDE VELLEFAU;1_75110_8952;;AVENUE CLAUDE VELLEFAUX;RUE DE SAMBRE ET MEUSE;Moto>125;A;;;;;Pass;BL;A;Cond;Indem;A;Piéto;BL;A;;;
2012-01-16;14:20;75;110;22, AVENUE CLAUDE VELLEF;1_75110_8955;;AVENUE CLAUDE VELLEFAUX;RUE SAINT MAUR;Scoo<=50;A;Scoo50-125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-06-15;18:30;75;110;218, RUE SAINT MAUR;1_75110_8955;;RUE SAINT MAUR;AVENUE CLAUDE VELLEFAUX;VU;A;Moto>125;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;B;;;
2013-05-26;20:20;75;110;199, RUE SAINT MAUR;1_75110_9057;;RUE SAINT MAUR;RUE ARTHUR GROUSSIER;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-07-11;14:45;75;110;26, BOULEVARD DE BONNE N;;;BOULEVARD DE BONNE NOUVELLE;;VU;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-11-17;18:45;75;110;14, BOULEVARD DE BONNE N;;;BOULEVARD DE BONNE NOUVELLE;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-10-24;22:40;75;110;21, RUE DU FAUBOURG SAIN;;;RUE DU FAUBOURG SAINT DENIS;;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-10-15;01:10;75;110;26, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;VL;A;Scoo<=50;B;;;Cond;BH;B;Cond;Indem;A;;;;;;
2012-03-12;07:10;75;110;10, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-01;18:05;75;110;10, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2013-04-14;02:40;75;110;16, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-12;22:35;75;110;16, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-07-03;14:40;75;110;214, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT MARTIN;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-02-07;23:30;75;110;184, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT MARTIN;;Cyclo;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-06-15;05:05;75;110;121, BOULEVARD DE MAGENT;;;BOULEVARD DE MAGENTA;;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-06-25;10:25;75;105;12, RUE DU CARDINAL LEMO;;;RUE DU CARDINAL LEMOINE;;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-01-06;01:35;75;105;42, RUE DES FOSSES SAINT;;;RUE DES FOSSES SAINT BERNARD;;Bicy;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-23;19:00;75;105;18, RUE DES FOSSES SAINT;;;RUE DES FOSSES SAINT BERNARD;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-10-07;11:27;75;105;9, QUAI SAINT BERNARD;;;QUAI SAINT BERNARD;;Scoo50-125;A;;;;;Piéto;BL;A;Cond;BL;A;;;;;;
2013-12-04;12:15;75;105;5, BOULEVARD SAINT GERMA;;;BOULEVARD SAINT GERMAIN;;Car;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-11;11:50;75;105;6, PLACE DU PANTHEON;;;PLACE DU PANTHEON;;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-10-05;15:25;75;105;PONT DE SULLY;;;PONT DE SULLY;;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-15;14:15;75;106;19, BOULEVARD DU MONTPAR;1_75106_3889;;BOULEVARD DU MONTPARNASSE;RUE DU CHERCHE MIDI;VU;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-04-30;15:30;75;106;23BIS, BOULEVARD DU MONT;1_75106_3973;;BOULEVARD DU MONTPARNASSE;RUE DE VAUGIRARD;Bicy;A;Scoo<=50;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;
2012-09-10;19:00;75;106;BOULEVARD DU MONTPARNASS;1_75106_3973;;BOULEVARD DU MONTPARNASSE;RUE DE VAUGIRARD;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-20;18:31;75;106;21, BOULEVARD DU MONTPAR;1_75106_3973;;BOULEVARD DU MONTPARNASSE;RUE DE VAUGIRARD;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-04-27;09:45;75;106;02, RUE BLAISE DESGOFFE;1_75106_4312;;RUE BLAISE DESGOFFE;RUE DE VAUGIRARD;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-12-10;15:45;75;106;87, BOULEVARD DU MONTPAR;1_75106_4533;;BOULEVARD DU MONTPARNASSE;RUE DU MONTPARNASSE;VL;A;Bus;B;;;Cond;BL;A;Cond;Indem;B;Pass;BH;B;Pass;BL;B
2013-10-25;08:49;75;106;BOULEVARD DU MONTPARNASS;1_75106_4533;;BOULEVARD DU MONTPARNASSE;RUE DU MONTPARNASSE;Moto50-125;A;Bicy;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2012-09-05;00:50;75;106;43, BOULEVARD RASPAIL;1_75106_4577;;BOULEVARD RASPAIL;RUE DE SEVRES;VU;A;;;;;Cond;BL;A;;;;;;;;;
2013-11-13;17:35;75;106;BOULEVARD RASPAIL;1_75106_4632;;BOULEVARD RASPAIL;RUE DU CHERCHE MIDI;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-12;07:50;75;106;RUE DE RENNES;1_75106_4682;;RUE DE RENNES;BOULEVARD RASPAIL;Scoo>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-07-08;20:30;75;106;117, RUE DE RENNES;1_75106_4682;;RUE DE RENNES;BOULEVARD RASPAIL;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-06-02;13:27;75;106;16, RUE D ASSAS;1_75106_4757;;RUE D ASSAS;RUE DE RENNES;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-18;11:40;75;106;131, BOULEVARD RASPAIL;1_75106_4795;;BOULEVARD RASPAIL;RUE SAINTE BEUVE;VU;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-12-01;12:25;75;106;43, RUE DE VAUGIRARD;1_75106_4836;;RUE DE VAUGIRARD;RUE D ASSAS;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-06-27;15:00;75;106;28, RUE DE VAUGIRARD;1_75106_4836;;RUE DE VAUGIRARD;RUE D ASSAS;VL;A;Scoo>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-05-25;09:45;75;106;113, BOULEVARD DU MONTPA;1_75106_4841;;BOULEVARD DU MONTPARNASSE;BOULEVARD RASPAIL;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-04-24;09:25;75;106;70, RUE DE RENNES;1_75106_4974;;RUE DE RENNES;RUE DU VIEUX COLOMBIER;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-07-07;11:00;75;106;RUE DE RENNES;1_75106_4974;;RUE DE RENNES;RUE DU VIEUX COLOMBIER;Cyclo;A;Cyclo;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-06-29;17:30;75;106;53, RUE DE RENNES;1_75106_5036;;RUE DE RENNES;RUE DU FOUR;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-07-26;16:10;75;106;78, RUE D ASSAS;1_75106_5087;;RUE D ASSAS;RUE VAVIN;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-09-17;15:20;75;106;56, RUE DE RENNES;1_75106_5103;;RUE DE RENNES;RUE BERNARD PALISSY;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-04;11:40;75;106;53, RUE DE VAUGIRARD;1_75106_5112;;RUE DE VAUGIRARD;RUE BONAPARTE;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-09-29;07:15;75;106;80, RUE BONAPARTE;1_75106_5120;;RUE BONAPARTE;RUE HONORE CHEVALIER;Bicy;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-05;19:12;75;106;7, PLACE SAINT SULPICE;1_75106_5129;;PLACE SAINT SULPICE;RUE BONAPARTE;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-12-11;20:16;75;106;72 BIS, RUE BONAPARTE;1_75106_5146;;RUE BONAPARTE;RUE DU VIEUX COLOMBIER;Bus;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-11-14;13:50;75;106;23, QUAI MALAQUAIS;1_75106_5170;;QUAI MALAQUAIS;RUE DES SAINTS PERES;VL;A;;;;;Cond;Indem;A;Troll;BL;A;;;;;;
2013-02-11;18:15;75;106;3, PLACE SAINT GERMAIN D;1_75106_5203;;PLACE SAINT GERMAIN DES PRES;RUE DE L ABBAYE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-01-12;01:30;75;106;RUE BONAPARTE;1_75106_5239;;RUE BONAPARTE;RUE JACOB;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-05-16;08:50;75;106;19, RUE DE VAUGIRARD;1_75106_5245;;RUE DE VAUGIRARD;RUE FEROU;Bicy;A;;;;;Cond;BL;A;;;;;;;;;
2013-03-06;16:10;75;106;09, QUAI MALAQUAIS;1_75106_5363;;QUAI MALAQUAIS;RUE BONAPARTE;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-02-17;00:55;75;106;156, BOULEVARD SAINT GER;1_75106_5431;;BOULEVARD SAINT GERMAIN;PLACE D ACADIE;Moto>125;A;;;;;Piéto;BH;A;Cond;BL;A;;;;;;
2013-01-01;21:00;75;106;97, RUE DE SEINE;1_75106_5546;;RUE DE SEINE;RUE DES QUATRE VENTS;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-06-20;11:00;75;106;1, RUE DE TOURNON;1_75106_5549;;RUE DE TOURNON;RUE SAINT SULPICE;PL>7,5;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-29;07:25;75;106;23, QUAI DE CONTI;1_75106_5559;;QUAI DE CONTI;PONT DES ARTS;Moto>125;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-12-15;15:27;75;106;25, QUAI DE CONTI;1_75106_5559;;QUAI DE CONTI;PONT DES ARTS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-01-01;06:05;75;106;48, RUE MAZARINE;1_75106_5616;;RUE MAZARINE;RUE GUENEGAUD;VL;A;VU;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;Pass;BL;B
2012-08-23;04:20;75;106;15, RUE MAZARINE;1_75106_5616;;RUE MAZARINE;RUE GUENEGAUD;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-03-28;21:32;75;106;17, RUE DE VAUGIRARD;1_75106_5626;;RUE DE VAUGIRARD;RUE DE CONDE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-09-28;13:15;75;106;6, CARREFOUR ODEON;1_75106_5691;;CARREFOUR ODEON;RUE DES QUATRE VENTS;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-10-31;17:10;75;106;79 BIS, RUE DE VAUGIRARD;1_75106_5694;;RUE DE VAUGIRARD;RUE BLAISE DESEGOFFE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-03-12;10:00;75;106;18, RUE DE VAUGIRARD;1_75106_5760;;RUE DE VAUGIRARD;PLACE PAUL CLAUDEL;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-05-29;12:45;75;106;11, QUAI DE CONTI;1_75106_5852;;QUAI DE CONTI;RUE GUENEGAUD;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-12-01;06:40;75;106;4, PLACE EDMOND ROSTAND;1_75106_5861;;PLACE EDMOND ROSTAND;RUE DE MEDICIS;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-11-18;06:36;75;106;120, BOULEVARD SAINT GER;1_75106_5864;;RUE DANTON;BOULEVARD SAINT GERMAIN;Scoo50-125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;
2012-10-02;10:10;75;106;112, BOULEVARD SAINT GER;1_75106_6013;;BOULEVARD SAINT GERMAIN;RUE MIGNON;Bicy;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-05-29;11:10;75;106;QUAI DES GRANDS AUGUSTIN;1_75106_6033;;QUAI DES GRANDS AUGUSTINS;RUE DES GRANDS AUGUSTINS;VU;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-31;16:40;75;106;22, BOULEVARD SAINT MICH;1_75106_6223;;BOULEVARD SAINT MICHEL;BOULEVARD SAINT GERMAIN;Scoo50-125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-08-11;15:15;75;106;18, BOULEVARD SAINT MICH;1_75106_6250;;BOULEVARD SAINT MICHEL;RUE SERPENTE;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;Piéto;BL;A;;;
2013-05-15;09:05;75;106;18, BOULEVARD SAINT MICH;1_75106_6250;;BOULEVARD SAINT MICHEL;RUE SERPENTE;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-11-14;20:40;75;106;2, PLACE SAINT MICHEL;1_75106_6342;;PLACE SAINT MICHEL;QUAI DES GRANDS AUGUSTINS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-26;17:25;75;106;145, RUE DE RENNES;;;RUE DE RENNES;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-02-01;22:45;75;106;155 BIS, RUE DE RENNES;;;RUE DE RENNES;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-08-09;06:40;75;106;151B, RUE DE RENNES;;;RUE DE RENNES;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-10-18;18:20;75;106;133, BOULEVARD DU MONTPA;;;BOULEVARD DU MONTPARNASSE;;Bicy;A;Moto>125;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2012-05-07;20:05;75;106;83, BOULEVARD SAINT GERM;;;BOULEVARD SAINT GERMAIN;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-09-29;00:16;75;106;16, RUE DE L ANCIENNE CO;;;RUE DE L ANCIENNE COMEDIE;;Moto>125;A;;;;;Cond;BL;A;Pass;BH;A;;;;;;
2012-05-23;18:30;75;106;26  RUE DE VAUGIRARD;;;RUE DE VAUGIRARD;;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-05-06;18:20;75;106;68, RUE DE RENNES;;;RUE DE RENNES;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-16;12:55;75;106;58, RUE DE RENNES;;;RUE DE RENNES;;VU;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-08-24;19:19;75;106;17, RUE DE SEVRES;;;RUE DE SEVRES;;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-02-13;10:20;75;106;23, QUAI MALAQUAIS;;;QUAI MALAQUAIS;;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-01-17;13:00;75;106;27, QUAI DES GRANDS AUGU;;;QUAI DES GRANDS AUGUSTINS;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-10-23;09:25;75;106;164, BOULEVARD SAINT GER;;;BOULEVARD SAINT GERMAIN;;VU;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-07-10;21:25;75;107;71, QUAI BRANLY;1_75107_1776;;QUAI BRANLY;AVENUE DE SUFFREN;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-25;00:05;75;107;QUAI BRANLY;1_75107_1936;;QUAI BRANLY;PONT D IENA;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2013-06-09;01:45;75;107;QUAI BRANLY;1_75107_1936;;QUAI BRANLY;PONT D IENA;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-03-15;17:35;75;107;67, QUAI BRANLY;1_75107_2055;;QUAI BRANLY;SOUTERRAIN BRANLY;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
